Id,Name,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,LastUpdatedAt,Source,IAEAId
159,Cruas-1,44.634000,4.757000,France,FR,Operational,PWR,CP2,1978-08-01,1984-04-02,,880,2015-05-24T04:50:59+03:00,WNA/IAEA,198
160,Cruas-2,44.634000,4.757000,France,FR,Operational,PWR,CP2,1978-11-15,1985-04-01,,915,2015-05-24T04:50:59+03:00,WNA/IAEA,199
161,Cruas-3,44.634000,4.757000,France,FR,Operational,PWR,CP2,1979-04-15,1984-09-10,,880,2015-05-24T04:50:59+03:00,WNA/IAEA,200
162,Cruas-4,44.634000,4.757000,France,FR,Operational,PWR,CP2,1979-10-01,1985-02-11,,880,2015-05-24T04:51:00+03:00,WNA/IAEA,201
163,Crystal River-3,28.966000,-82.697000,United States,US,Shutdown,PWR,B&W LLP (DRYAMB),1968-09-25,1977-03-13,2013-02-05,825,2017-02-10T23:58:22+02:00,WNA/IAEA,645
164,Dampierre-1,47.732000,2.513000,France,FR,Operational,PWR,CP1,1975-02-01,1980-09-10,,890,2015-05-24T04:50:53+03:00,WNA/IAEA,176
165,Dampierre-2,47.732000,2.513000,France,FR,Operational,PWR,CP1,1975-04-01,1981-02-16,,890,2015-05-24T04:50:53+03:00,WNA/IAEA,183
166,Dampierre-3,47.732000,2.513000,France,FR,Operational,PWR,CP1,1975-09-01,1981-05-27,,890,2015-05-24T04:50:53+03:00,WNA/IAEA,185
167,Dampierre-4,47.732000,2.513000,France,FR,Operational,PWR,CP1,1975-12-01,1981-11-20,,890,2015-05-24T04:50:53+03:00,WNA/IAEA,186
168,Darkhovin,30.707778,48.380000,Iran,IR,Unknown,PWR,,,,,,,Wikipedia,
169,Darlington-1,43.867000,-78.724000,Canada,CA,Operational,PHWR,CANDU 850,1982-04-01,1992-11-14,,881,2015-05-24T04:50:25+03:00,WNA/IAEA,43
170,Darlington-2,43.867000,-78.724000,Canada,CA,Operational,PHWR,CANDU 850,1981-09-01,1990-10-09,,881,2015-05-24T04:50:26+03:00,WNA/IAEA,44
171,Darlington-3,43.867000,-78.724000,Canada,CA,Operational,PHWR,CANDU 850,1984-09-01,1993-02-14,,881,2015-05-24T04:50:26+03:00,WNA/IAEA,45
172,Darlington-4,43.867000,-78.724000,Canada,CA,Operational,PHWR,CANDU 850,1985-07-01,1993-06-14,,881,2015-05-24T04:50:26+03:00,WNA/IAEA,46
173,Darlington-5,43.864400,-78.724400,Canada,CA,Planned,PHWR,,,,,,,WNA,
174,Darlington-6,43.863300,-78.724400,Canada,CA,Planned,PHWR,,,,,,,WNA,
175,Davis Besse-1,41.597000,-83.092000,United States,US,Operational,PWR,B&W RLP (DRYAMB),1970-09-01,1978-07-31,,906,2017-02-10T23:58:51+02:00,WNA/IAEA,676
176,Daya Bay-1 (Guangdong-1),22.599000,114.544000,China,CN,Operational,PWR,M310,1987-08-07,1994-02-01,,930,2015-05-24T04:50:39+03:00,WNA/IAEA,63
177,Daya Bay-2 (Guangdong-2),22.599000,114.544000,China,CN,Operational,PWR,M310,1988-04-07,1994-05-06,,930,2015-05-24T04:50:39+03:00,WNA/IAEA,64
178,Diablo Canyon-1,35.212000,-120.854000,United States,US,Operational,PWR,WH 4LP (DRYAMB),1968-04-23,1985-05-07,,1084,2017-02-10T23:58:09+02:00,WNA/IAEA,628
179,Diablo Canyon-2,35.212000,-120.854000,United States,US,Operational,PWR,WH 4LP (DRYAMB),1970-12-09,1986-03-13,,1106,2017-02-10T23:58:39+02:00,WNA/IAEA,660
180,Doel-1,51.323000,4.259000,Belgium,BE,Operational,PWR,WH 2LP,1969-07-01,1975-02-15,,392,2017-02-10T23:55:14+02:00,WNA/IAEA,9
181,Doel-2,51.323000,4.259000,Belgium,BE,Operational,PWR,WH 2LP,1971-09-01,1975-12-01,,445,2021-01-06T01:19:47+02:00,WNA/IAEA,11
182,Doel-3,51.323000,4.259000,Belgium,BE,Shutdown,PWR,WH 3LP,1975-01-01,1982-10-01,2022-09-23,890,2022-12-30T00:57:40+02:00,WNA/IAEA,12
183,Doel-4,51.323000,4.259000,Belgium,BE,Operational,PWR,WH 3LP,1978-12-01,1985-07-01,,1000,2017-02-10T23:55:43+02:00,WNA/IAEA,14
184,Donald Cook-1,41.975000,-86.564000,United States,US,Operational,PWR,WH 4LP (ICECDN),1969-03-25,1975-08-28,,1030,2017-02-10T23:58:31+02:00,WNA/IAEA,653
185,Donald Cook-2,41.975000,-86.564000,United States,US,Operational,PWR,WH 4LP (ICECDN),1969-03-25,1978-07-01,,1100,2017-02-10T23:58:33+02:00,WNA/IAEA,654
186,Douglas Point,44.326000,-81.601000,Canada,CA,Shutdown,PHWR,CANDU 200,1960-02-01,1968-09-26,1984-05-04,203,2015-05-24T04:50:24+03:00,WNA/IAEA,40
187,Dounreay DFR,58.577000,-3.745000,United Kingdom,GB,Shutdown,FBR,,1955-03-01,1962-10-01,1977-03-01,14,2015-05-24T04:51:14+03:00,WNA/IAEA,242
188,Dounreay PFR,58.577000,-3.745000,United Kingdom,GB,Shutdown,FBR,,1966-01-01,1976-07-01,1994-03-31,234,2015-05-24T04:51:14+03:00,WNA/IAEA,243
189,Dresden-1,41.353000,-88.349000,United States,US,Shutdown,BWR,,1956-05-01,1960-07-04,1978-10-31,192,2015-05-24T04:51:40+03:00,WNA/IAEA,597
190,Dresden-2,41.353000,-88.349000,United States,US,Operational,BWR,BWR-3 (Mark 1),1966-01-10,1970-06-09,,794,2015-05-24T04:51:41+03:00,WNA/IAEA,608
191,Dresden-3,41.353000,-88.349000,United States,US,Operational,BWR,BWR-3 (Mark 1),1966-10-14,1971-11-16,,794,2015-05-24T04:51:41+03:00,WNA/IAEA,612
192,Duane Arnold-1,42.101000,-91.776000,United States,US,Shutdown,BWR,BWR-4 (Mark 1),1970-06-22,1975-02-01,2020-10-12,601,2021-01-06T01:19:47+02:00,WNA/IAEA,667
193,Dukovany-1,49.089000,16.149000,Czechia,CZ,Operational,PWR,VVER V-213,1979-01-01,1985-05-03,,420,2023-08-28T08:01:45+03:00,WNA/IAEA,78
194,Dukovany-2,49.089000,16.149000,Czechia,CZ,Operational,PWR,VVER V-213,1979-01-01,1986-03-21,,420,2015-05-24T04:50:42+03:00,WNA/IAEA,79
195,Dukovany-3,49.089000,16.149000,Czechia,CZ,Operational,PWR,VVER V-213,1979-03-01,1986-12-20,,420,2015-05-24T04:50:42+03:00,WNA/IAEA,80
196,Dukovany-4,49.089000,16.149000,Czechia,CZ,Operational,PWR,VVER V-213,1979-03-01,1987-07-19,,420,2015-05-24T04:50:42+03:00,WNA/IAEA,81
197,Dungeness-A1,50.914000,0.962000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1960-07-01,1965-10-28,2006-12-31,275,2015-05-24T04:51:20+03:00,WNA/IAEA,275
198,Dungeness-A2,50.914000,0.962000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1960-07-01,1965-12-30,2006-12-31,275,2015-05-24T04:51:20+03:00,WNA/IAEA,276
199,Dungeness-B1,50.914000,0.962000,United Kingdom,GB,Shutdown,GCR,AGR,1965-10-01,1985-04-01,2021-06-07,607,2022-01-05T00:04:08+02:00,WNA/IAEA,248
200,Dungeness-B2,50.914000,0.962000,United Kingdom,GB,Shutdown,GCR,AGR,1965-10-01,1989-04-01,2021-06-07,607,2022-01-05T00:04:08+02:00,WNA/IAEA,249
201,El Dabaa-1,31.044167,28.497778,Egypt,EG,Under Construction,PWR,VVER-1200,2022-07-20,,,1100,2023-08-28T08:01:45+03:00,WNA/IAEA/Wikipedia,137
202,EL-4 (Monts D'Arree),48.350000,-3.866667,France,FR,Shutdown,HWGCR,Monts-D'Arree,1962-07-01,1968-06-01,1985-07-31,70,2015-05-24T05:20:27+03:00,IAEA,217
203,Elk River,45.297000,-93.557000,United States,US,Shutdown,BWR,,1959-01-01,1964-07-01,1968-02-01,22,2015-05-24T04:51:40+03:00,WNA/IAEA,596
204,Embalse,-32.232000,-64.442000,Argentina,AR,Operational,PHWR,CANDU 6,1974-03-31,1984-01-19,,608,2024-03-03T20:43:43+02:00,WNA/IAEA,4
205,Emsland,52.471000,7.322000,Germany,DE,Shutdown,PWR,Konvoi,1982-08-10,1988-06-20,2023-04-15,1242,2023-08-28T08:01:45+03:00,WNA/IAEA,108
206,Enrico Fermi,45.183333,8.283333,Italy,IT,Shutdown,PWR,WH 4LP,1961-07-01,1965-01-01,1990-07-01,247,2017-02-10T23:56:19+02:00,IAEA,326
207,Enrico Fermi-1,41.960000,-83.257000,United States,US,Shutdown,FBR,Liquid Metal FBR,1956-08-08,1966-08-07,1972-11-29,60,2017-02-10T23:57:45+02:00,WNA/IAEA,602
208,Enrico Fermi-2,41.960000,-83.257000,United States,US,Operational,BWR,BWR-4 (Mark 1),1972-09-26,1988-01-23,,1093,2015-05-24T04:51:47+03:00,WNA/IAEA,674
209,Fangchenggang-1,21.600000,108.300000,China,CN,Operational,PWR,CPR-1000,2010-07-30,2016-01-01,,1000,2019-06-29T22:55:52+03:00,WNA/IAEA,943
210,Fangchenggang-2,21.600000,108.300000,China,CN,Operational,PWR,CPR-1000,2010-12-23,2016-10-01,,1000,2017-02-10T23:59:36+02:00,WNA/IAEA,944
211,Fangjiashan-1,30.416000,120.951000,China,CN,Operational,PWR,CPR-1000,2008-12-26,2014-12-15,,1000,2015-05-24T04:51:56+03:00,WNA/IAEA,912
212,Fangjiashan-2,30.416000,120.951000,China,CN,Operational,PWR,CPR-1000,2009-07-17,2015-02-12,,1000,2015-05-24T04:51:56+03:00,WNA/IAEA,913
213,Farley-1,31.223000,-85.115000,United States,US,Operational,PWR,WH 3LP (DRYAMB),1970-10-01,1977-12-01,,829,2017-02-10T23:58:52+02:00,WNA/IAEA,677
214,Farley-2,31.223000,-85.115000,United States,US,Operational,PWR,WH 3LP (DRYAMB),1970-10-01,1981-07-30,,829,2017-02-10T23:58:53+02:00,WNA/IAEA,686
215,Fessenheim-1,47.903000,7.564000,France,FR,Shutdown,PWR,CP0,1971-09-01,1978-01-01,2020-02-22,880,2020-04-18T04:46:52+03:00,WNA/IAEA,163
216,Fessenheim-2,47.903000,7.564000,France,FR,Shutdown,PWR,CP0,1972-02-01,1978-04-01,2020-06-30,880,2020-08-31T01:39:56+03:00,WNA/IAEA,164
217,FitzPatrick,43.521000,-76.403000,United States,US,Operational,BWR,BWR-4 (Mark 1),1968-09-01,1975-07-28,,821,2015-05-24T04:51:47+03:00,WNA/IAEA,668
218,Flamanville-1,49.537000,-1.881000,France,FR,Operational,PWR,P4 REP 1300,1979-12-01,1986-12-01,,1330,2015-05-24T04:51:00+03:00,WNA/IAEA,202
219,Flamanville-2,49.537000,-1.881000,France,FR,Operational,PWR,P4 REP 1300,1980-05-01,1987-03-09,,1330,2015-05-24T04:51:00+03:00,WNA/IAEA,203
220,Flamanville-3,49.537000,-1.881000,France,FR,Under Construction,PWR,EPR,2007-12-03,,,1630,2015-05-24T04:51:51+03:00,WNA/IAEA,873
221,Forsmark-1,60.405000,18.168000,Sweden,SE,Operational,BWR,"AA-III, BWR-2500",1973-06-01,1980-12-10,,900,2018-03-10T14:52:03+02:00,WNA/IAEA,541
222,Forsmark-2,60.405000,18.168000,Sweden,SE,Operational,BWR,"AA-III, BWR-2500",1975-01-01,1981-07-07,,900,2018-03-10T14:51:47+02:00,WNA/IAEA,530
223,Forsmark-3,60.405000,18.168000,Sweden,SE,Operational,BWR,"AA-IV, BWR-3000",1979-01-01,1985-08-18,,1050,2018-03-10T14:51:53+02:00,WNA/IAEA,532
224,Fort Calhoun-1,41.520000,-96.076000,United States,US,Shutdown,PWR,CE 2LP,1968-06-07,1973-09-26,2016-10-24,478,2017-02-10T23:58:13+02:00,WNA/IAEA,634
225,Fort St. Vrain,40.244000,-104.874000,United States,US,Shutdown,HTGR,,1968-09-01,1979-07-01,1989-08-29,330,2015-05-24T04:51:42+03:00,WNA/IAEA,623
226,Fugen ATR,35.751000,136.020000,Japan,JP,Shutdown,HWLWR,ATR,1972-05-10,1979-03-20,2003-03-29,148,2015-05-24T04:51:28+03:00,WNA/IAEA,345
227,Fukushima Daiichi-1,37.423000,141.032000,Japan,JP,Shutdown,BWR,BWR-3,1967-07-25,1971-03-26,2011-05-19,439,2019-06-30T12:49:39+03:00,WNA/IAEA,377
228,Fukushima Daiichi-2,37.423000,141.032000,Japan,JP,Shutdown,BWR,BWR-4,1969-06-09,1974-07-18,2011-05-19,760,2019-06-30T12:49:43+03:00,WNA/IAEA,389
229,Fukushima Daiichi-3,37.423000,141.032000,Japan,JP,Shutdown,BWR,BWR-4,1970-12-28,1976-03-27,2011-05-19,760,2019-06-30T12:49:48+03:00,WNA/IAEA,334
230,Fukushima Daiichi-4,37.423000,141.032000,Japan,JP,Shutdown,BWR,BWR-4,1973-02-12,1978-10-12,2011-05-19,760,2019-06-30T12:49:48+03:00,WNA/IAEA,340
231,Fukushima Daiichi-5,37.423000,141.032000,Japan,JP,Shutdown,BWR,BWR-4,1972-05-22,1978-04-18,2013-12-17,760,2019-06-30T12:49:49+03:00,WNA/IAEA,341
232,Fukushima Daiichi-6,37.423000,141.032000,Japan,JP,Shutdown,BWR,BWR-5,1973-10-26,1979-10-24,2013-12-17,1067,2019-06-30T12:52:14+03:00,WNA/IAEA,342
233,Fukushima Daini-1,37.315000,141.024000,Japan,JP,Shutdown,BWR,BWR-5,1976-03-16,1982-04-20,2019-09-30,1067,2020-04-18T04:46:52+03:00,WNA/IAEA,350
234,Fukushima Daini-2,37.315000,141.024000,Japan,JP,Shutdown,BWR,BWR-5,1979-05-25,1984-02-03,2019-09-30,1067,2020-04-18T04:46:52+03:00,WNA/IAEA,351
235,Fukushima Daini-3,37.315000,141.024000,Japan,JP,Shutdown,BWR,BWR-5,1981-03-23,1985-06-21,2019-09-30,1067,2020-04-18T04:46:52+03:00,WNA/IAEA,361
236,Fukushima Daini-4,37.315000,141.024000,Japan,JP,Shutdown,BWR,BWR-5,1981-05-28,1987-08-25,2019-09-30,1067,2020-04-18T04:46:52+03:00,WNA/IAEA,364
237,Fuqing-1,25.443000,119.453000,China,CN,Operational,PWR,CNP-1000,2008-11-21,2014-11-22,,1000,2016-03-09T18:43:50+02:00,WNA/IAEA,914
238,Fuqing-2,25.443000,119.453000,China,CN,Operational,PWR,CNP-1000,2009-06-17,2015-10-16,,1000,2016-03-09T18:43:55+02:00,WNA/IAEA,915
239,Fuqing-3,25.720278,119.383889,China,CN,Operational,PWR,CNP-1000,2010-12-31,2016-10-24,,1000,2017-02-10T23:59:36+02:00,WNA/IAEA,935
240,Fuqing-4,25.720278,119.383889,China,CN,Operational,PWR,CNP-1000,2012-11-17,2017-09-17,,1000,2018-03-10T14:52:08+02:00,WNA/IAEA,936
241,Fuqing-5,25.720278,119.383889,China,CN,Operational,PWR,HPR1000,2015-05-07,2021-01-30,,1075,2022-12-30T00:57:40+02:00,WNA/IAEA,937
242,Fuqing-6,25.720278,119.383889,China,CN,Operational,PWR,HPR1000,2015-12-22,2022-03-25,,1075,2022-09-24T22:33:57+03:00,WNA/Wikipedia/IAEA,938
243,G-2 (Marcoule),44.142000,4.713000,France,FR,Shutdown,GCR,,1955-03-01,1959-04-22,1980-02-02,36,2015-05-24T04:50:51+03:00,WNA/IAEA,172
244,G-3 (Marcoule),44.142000,4.713000,France,FR,Shutdown,GCR,,1956-03-01,1960-04-04,1984-06-20,36,2015-05-24T04:50:50+03:00,WNA/IAEA,161
245,Garigliano,41.258000,13.835000,Italy,IT,Shutdown,BWR,BWR-1,1959-11-01,1964-06-01,1982-03-01,150,2015-05-24T04:51:26+03:00,WNA/IAEA,325
246,GE Vallecitos,37.613056,-121.840000,United States,US,Shutdown,BWR,25,1956-01-01,1957-10-19,1963-12-09,24,2021-06-06,IAEA,893
247,Genkai-1,33.518000,129.837000,Japan,JP,Shutdown,PWR,M (2-loop),1971-09-15,1975-10-15,2015-04-27,529,2015-05-24T04:51:27+03:00,WNA/IAEA,336
248,Genkai-2,33.518000,129.837000,Japan,JP,Shutdown,PWR,M (2-loop),1977-02-01,1981-03-30,2019-04-09,529,2019-11-22,WNA/IAEA,352
249,Genkai-3,33.518000,129.837000,Japan,JP,Operational,PWR,M (4-loop),1988-06-01,1994-03-18,,1127,2015-05-24T04:51:29+03:00,WNA/IAEA,372
250,Genkai-4,33.518000,129.837000,Japan,JP,Operational,PWR,M (4-loop),1992-07-15,1997-07-25,,1127,2015-05-24T04:51:29+03:00,WNA/IAEA,373
251,Gentilly-1 (Demo),46.395000,-72.357000,Canada,CA,Shutdown,HWLWR,HW BLWR 250,1966-09-01,1972-05-01,1977-06-01,250,2015-05-24T04:50:26+03:00,WNA/IAEA,47
252,Gentilly-2,46.395000,-72.357000,Canada,CA,Shutdown,PHWR,CANDU 6,1974-04-01,1983-10-01,2012-12-28,645,2015-05-24T04:50:21+03:00,WNA/IAEA,32
253,Dodewaard,51.899000,5.687000,Netherlands,NL,Shutdown,BWR,GE design,1965-05-01,1969-03-26,1997-03-26,54,2021-06-07,WNA/IAEA,422
254,Goesgen,47.366000,7.969000,Switzerland,CH,Operational,PWR,PWR 3 Loop,1973-12-01,1979-11-01,,920,2022-04-21T20:26:19+03:00,WNA/IAEA,58
255,Golfech-1,44.105000,0.845000,France,FR,Operational,PWR,P4 REP 1300,1982-11-17,1991-02-01,,1310,2015-05-24T04:51:04+03:00,WNA/IAEA,219
256,Golfech-2,44.105000,0.845000,France,FR,Operational,PWR,P4 REP 1300,1984-10-01,1994-03-04,,1310,2015-05-24T04:51:06+03:00,WNA/IAEA,224
257,Grafenrheinfeld,49.984000,10.186000,Germany,DE,Shutdown,PWR,PWR,1975-01-01,1982-06-17,2015-06-27,1225,2015-08-23T03:28:22+03:00,WNA/IAEA,97
258,Grand Gulf-1,32.007000,-91.045000,United States,US,Operational,BWR,BWR-6 (Mark 3),1974-05-04,1985-07-01,,1250,2015-05-24T04:51:49+03:00,WNA/IAEA,715
259,Gravelines-1,51.014000,2.138000,France,FR,Operational,PWR,CP1,1975-02-01,1980-11-25,,910,2015-05-24T04:50:52+03:00,WNA/IAEA,174
260,Gravelines-2,51.014000,2.138000,France,FR,Operational,PWR,CP1,1975-03-01,1980-12-01,,910,2015-05-24T04:50:52+03:00,WNA/IAEA,175
261,Gravelines-3,51.014000,2.138000,France,FR,Operational,PWR,CP1,1975-12-01,1981-06-01,,910,2015-05-24T04:50:53+03:00,WNA/IAEA,181
262,Gravelines-4,51.014000,2.138000,France,FR,Operational,PWR,CP1,1976-04-01,1981-10-01,,910,2015-05-24T04:50:53+03:00,WNA/IAEA,182
263,Gravelines-5,51.014000,2.138000,France,FR,Operational,PWR,CP1,1979-10-01,1985-01-15,,910,2015-05-24T04:51:01+03:00,WNA/IAEA,208
264,Gravelines-6,51.014000,2.138000,France,FR,Operational,PWR,CP1,1979-10-01,1985-10-25,,910,2015-05-24T04:51:02+03:00,WNA/IAEA,209
265,Greifswald-1,54.143000,13.668000,Germany,DE,Shutdown,PWR,VVER V-230,1970-03-01,1974-07-12,1990-12-18,440,2022-09-24T22:33:57+03:00,WNA/IAEA,123
266,Greifswald-2,54.143000,13.668000,Germany,DE,Shutdown,PWR,VVER V-230,1970-03-01,1975-04-16,1990-02-14,408,2015-05-24T04:50:47+03:00,WNA/IAEA,124
267,Greifswald-3,54.143000,13.668000,Germany,DE,Shutdown,PWR,VVER V-230,1972-04-01,1978-05-01,1990-02-28,408,2015-05-24T04:50:47+03:00,WNA/IAEA,125
268,Greifswald-4,54.143000,13.668000,Germany,DE,Shutdown,PWR,VVER V-230,1972-04-01,1979-11-01,1990-06-02,408,2022-09-24T22:33:57+03:00,WNA/IAEA,126
269,Greifswald-5,54.143000,13.668000,Germany,DE,Shutdown,PWR,VVER V-213,1976-12-01,1989-11-01,1989-11-24,408,2015-05-24T04:50:47+03:00,WNA/IAEA,127
270,Grohnde,52.033000,9.412000,Germany,DE,Shutdown,PWR,PWR,1976-06-01,1985-02-01,2021-12-31,1289,2022-04-21T20:26:19+03:00,WNA/IAEA,101
271,Grosswelzheim,50.055000,8.985000,Germany,DE,Decommissioning Completed,BWR,Superheated steam reactor,1965-01-01,,1971-07-20,23,2022-12-30T02:21:21+02:00,WNA/IAEA,134
272,Gundremmingen-A,48.513000,10.401000,Germany,DE,Shutdown,BWR,,1962-12-12,1967-04-12,1977-01-13,237,2015-05-24T04:50:46+03:00,WNA/IAEA,104
273,Gundremmingen-B,48.513000,10.401000,Germany,DE,Shutdown,BWR,BWR-72,1976-07-20,1984-07-19,2017-12-31,1244,2018-03-10T14:51:13+02:00,WNA/IAEA,100
274,Gundremmingen-C,48.513000,10.401000,Germany,DE,Shutdown,BWR,BWR-72,1976-07-20,1985-01-18,2021-12-31,1249,2022-04-21T20:26:19+03:00,WNA/IAEA,102
275,H. B. Robinson-2,34.402000,-80.158000,United States,US,Operational,PWR,WH 3LP (DRYAMB),1967-04-13,1971-03-07,,700,2017-02-10T23:58:01+02:00,WNA/IAEA,619
276,Haddam Neck,41.483000,-72.500000,United States,US,Shutdown,PWR,,1964-05-01,1968-01-01,1996-12-05,582,2015-05-24T04:51:41+03:00,WNA/IAEA,605
277,Haiyang-1,36.704000,121.382000,China,CN,Operational,PWR,AP-1000,2009-09-24,2018-10-22,,1126,2019-06-02T20:18:34+03:00,WNA/IAEA,908
278,Haiyang-2,36.704000,121.382000,China,CN,Operational,PWR,AP-1000,2010-06-20,2019-01-09,,1126,2019-06-02T20:18:37+03:00,WNA/IAEA,909
279,Haiyang-3,36.704000,121.382000,China,CN,Under Construction,PWR,CAP1000,2022-07-07,,,1161,2022-09-24T22:33:57+03:00,WNA/IAEA,993
280,Haiyang-4,36.704000,121.382000,China,CN,Under Construction,PWR,CAP1000,2023-04-22,,,1161,2023-08-28T08:01:45+03:00,WNA/IAEA,994
281,Hallam,40.559000,-96.785000,United States,US,Shutdown,OCR,LMGMR (SGR-Sodium cooled graphite moderated reactor),1959-01-01,1963-11-01,1964-09-01,75,2015-08-23T03:28:28+03:00,WNA/IAEA,891
282,Hamaoka-1,34.621000,138.141000,Japan,JP,Shutdown,BWR,BWR-4,1971-06-10,1976-03-17,2009-01-30,516,2015-05-24T04:51:27+03:00,WNA/IAEA,335
283,Hamaoka-2,34.621000,138.141000,Japan,JP,Shutdown,BWR,BWR-4,1974-06-14,1978-11-29,2009-01-30,814,2015-05-24T04:51:28+03:00,WNA/IAEA,349
284,Hamaoka-3,34.621000,138.141000,Japan,JP,Suspended Operation,BWR,BWR-5,1983-04-18,1987-08-28,,1056,2022-12-30T02:07:18+02:00,WNA/IAEA,362
285,Hamaoka-4,34.621000,138.141000,Japan,JP,Suspended Operation,BWR,BWR-5,1989-10-13,1993-09-03,,1092,2022-12-30T02:07:18+02:00,WNA/IAEA,376
286,Hamaoka-5,34.621000,138.141000,Japan,JP,Suspended Operation,BWR,ABWR,2000-07-12,2005-01-18,,1325,2022-12-30T02:07:18+02:00,WNA/IAEA,843
287,Hamaoka-6,34.621000,138.141000,Japan,JP,Planned,ABWR,,,,,,,WNA,
288,Hanbit-1,35.405000,126.410000,South Korea,KR,Operational,PWR,WH F,1981-06-04,1986-08-25,,903,2022-04-21T20:26:19+03:00,IAEA,411
289,Hanbit-2,35.405000,126.410000,South Korea,KR,Operational,PWR,WH F,1981-12-01,1987-06-10,,903,2022-04-21T20:26:19+03:00,IAEA,412
290,Hanbit-3,35.405000,126.410000,South Korea,KR,Operational,PWR,OPR-1000,1989-12-23,1995-03-31,,950,2022-04-21T20:26:19+03:00,IAEA,396
291,Hanbit-4,35.405000,126.410000,South Korea,KR,Operational,PWR,OPR-1000,1990-05-26,1996-01-01,,950,2022-09-24T22:33:57+03:00,IAEA,397
292,Hanbit-5,35.405000,126.410000,South Korea,KR,Operational,PWR,OPR-1000,1997-06-29,2002-05-21,,950,2023-08-28T08:01:45+03:00,IAEA,402
293,Hanbit-6,35.405000,126.410000,South Korea,KR,Operational,PWR,OPR-1000,1997-11-20,2002-12-24,,993,2021-04-20T02:47:37+03:00,IAEA,403
294,Hanul-1,37.090000,129.384444,South Korea,KR,Operational,PWR,France CPI,1983-01-26,1988-09-10,,903,2022-04-21T20:26:19+03:00,IAEA,413
295,Hanul-2,37.090000,129.384444,South Korea,KR,Operational,PWR,France CPI,1983-07-05,1989-09-30,,903,2023-08-28T08:01:45+03:00,IAEA,395
296,Hanul-3,37.090000,129.384444,South Korea,KR,Operational,PWR,OPR-1000,1993-07-21,1998-08-11,,997,2021-04-20T02:47:37+03:00,IAEA,398
297,Hanul-4,37.090000,129.384444,South Korea,KR,Operational,PWR,OPR-1000,1993-11-01,1999-12-31,,950,2022-04-21T20:26:19+03:00,IAEA,399
298,Hanul-5,37.090000,129.384444,South Korea,KR,Operational,PWR,OPR-1000,1999-10-01,2004-07-29,,950,2022-04-21T20:26:19+03:00,IAEA,404
299,Hanul-6,37.090000,129.384444,South Korea,KR,Operational,PWR,OPR-1000,2000-09-29,2005-04-22,,950,2022-04-21T20:26:19+03:00,IAEA,406
300,Hartlepool-A1,54.634000,-1.180000,United Kingdom,GB,Operational,GCR,AGR,1968-10-01,1989-04-01,,590,2021-04-20T02:47:37+03:00,WNA/IAEA,250
301,Hartlepool-A2,54.634000,-1.180000,United Kingdom,GB,Operational,GCR,AGR,1968-10-01,1989-04-01,,595,2021-04-20T02:47:37+03:00,WNA/IAEA,251
302,Hatch-1,31.935000,-82.346000,United States,US,Operational,BWR,BWR-4 (Mark 1),1968-09-30,1975-12-31,,777,2015-05-24T04:51:44+03:00,WNA/IAEA,658
303,Hatch-2,31.935000,-82.346000,United States,US,Operational,BWR,BWR-4 (Mark 1),1972-02-01,1979-09-05,,784,2015-05-24T04:51:47+03:00,WNA/IAEA,687
304,Heysham-A1,54.029000,-2.912000,United Kingdom,GB,Operational,GCR,AGR,1970-12-01,1989-04-01,,611,2015-05-24T04:51:18+03:00,WNA/IAEA,256
305,Heysham-A2,54.029000,-2.912000,United Kingdom,GB,Operational,GCR,AGR,1970-12-01,1989-04-01,,611,2015-05-24T04:51:18+03:00,WNA/IAEA,257
306,Heysham-B1,54.029000,-2.912000,United Kingdom,GB,Operational,GCR,AGR,1980-08-01,1989-04-01,,615,2015-05-24T04:51:18+03:00,WNA/IAEA,259
307,Heysham-B2,54.029000,-2.912000,United Kingdom,GB,Operational,GCR,AGR,1980-08-01,1989-04-01,,615,2015-05-24T04:51:18+03:00,WNA/IAEA,260
308,Higashi Dori-1 (Tohoku),41.188000,141.393000,Japan,JP,Suspended Operation,BWR,BWR-5,2000-11-07,2005-12-08,,1067,2022-12-30T02:21:21+02:00,WNA/IAEA,841
309,Higashi Dori-1 (Tokyo),41.185600,141.388000,Japan,JP,Planned,ABWR,,,,,,,WNA,
310,Higashi Dori-2 (Tohoku),41.185600,141.390000,Japan,JP,Planned,ABWR,,,,,,,WNA,
311,Higashi Dori-2 (Tokyo),41.185600,141.389000,Japan,JP,Planned,ABWR,,,,,,,WNA,
312,Hinkley Point-A1,51.209000,-3.131000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-11-01,1965-03-30,2000-05-23,250,2015-05-24T04:51:19+03:00,WNA/IAEA,271
313,Hinkley Point-A2,51.209000,-3.131000,United Kingdom,GB,Shutdown,GCR,MAGNOX,1957-11-01,1965-05-05,2000-05-23,250,2015-05-24T04:51:19+03:00,WNA/IAEA,272
314,Hinkley Point-B1,51.209000,-3.131000,United Kingdom,GB,Shutdown,GCR,AGR,1967-09-01,1978-10-02,2022-08-01,625,2022-09-24T22:33:57+03:00,WNA/IAEA,244
